order_id,order_date,customer_age,gender,country,product_category,quantity,unit_price,discount,payment_method,total_price,is_returned
3541,2022-05-28 12:00:00,36,Female,Canada,Electronics,8,373.42,0.13,Debit Card,2599.0,0
3542,2022-05-28 13:00:00,38,Female,Canada,Furniture,3,34.9,0.43,Net Banking,59.68,0
3543,2022-05-28 14:00:00,25,Male,Germany,Electronics,7,267.51,0.02,Debit Card,1835.12,0
3544,2022-05-28 15:00:00,58,Female,Canada,Food,8,289.61,0.29,UPI,1644.98,1
3545,2022-05-28 16:00:00,39,Female,Germany,Electronics,5,345.6,0.33,Debit Card,1157.76,0
3546,2022-05-28 17:00:00,55,Male,UK,Clothing,8,252.84,0.39,Cash,1233.86,0
3547,2022-05-28 18:00:00,64,Male,India,Furniture,8,215.66,0.48,Debit Card,897.15,1
3548,2022-05-28 19:00:00,37,Female,Germany,Clothing,5,412.22,0.11,Debit Card,1834.38,0
3549,2022-05-28 20:00:00,44,Male,Canada,Electronics,6,81.34,0.17,Debit Card,405.07,0
3550,2022-05-28 21:00:00,24,Male,UK,Food,3,377.36,0.41,UPI,667.93,1
3551,2022-05-28 22:00:00,18,Male,Germany,Food,2,45.83,0.08,Cash,84.33,0
3552,2022-05-28 23:00:00,26,Female,Canada,Clothing,7,318.11,0.22,Cash,1736.88,0
3553,2022-05-29 00:00:00,39,Male,USA,Furniture,2,410.82,0.4,Cash,492.98,0
3554,2022-05-29 01:00:00,65,Female,USA,Food,4,198.08,0.36,UPI,507.08,1
3555,2022-05-29 02:00:00,55,Female,India,Food,2,87.67,0.29,Cash,124.49,0
3556,2022-05-29 03:00:00,21,Male,Canada,Books,5,226.1,0.36,Credit Card,723.52,0
3557,2022-05-29 04:00:00,64,Female,UK,Books,5,375.24,0.45,UPI,1031.91,0
3558,2022-05-29 05:00:00,58,Female,Germany,Furniture,4,418.51,0.07,Debit Card,1556.86,0
3559,2022-05-29 06:00:00,59,Male,UK,Clothing,3,143.23,0.09,Debit Card,391.02,0
3560,2022-05-29 07:00:00,46,Male,India,Furniture,1,150.45,0.02,Credit Card,147.44,0
3561,2022-05-29 08:00:00,54,Male,Germany,Furniture,5,10.56,0.43,Cash,30.1,0
3562,2022-05-29 09:00:00,57,Male,India,Books,2,73.66,0.19,Cash,119.33,1
3563,2022-05-29 10:00:00,19,Female,UK,Books,2,23.17,0.18,Cash,38.0,0
3564,2022-05-29 11:00:00,69,Male,USA,Clothing,8,384.96,0.15,Cash,2617.73,0
3565,2022-05-29 12:00:00,63,Female,USA,Clothing,4,209.94,0.07,Credit Card,780.98,0
3566,2022-05-29 13:00:00,23,Female,Canada,Food,2,477.44,0.27,Net Banking,697.06,0
3567,2022-05-29 14:00:00,45,Male,Germany,Food,8,313.62,0.46,Cash,1354.84,0
3568,2022-05-29 15:00:00,49,Male,India,Electronics,3,487.84,0.39,Credit Card,892.75,0
3569,2022-05-29 16:00:00,58,Female,Canada,Books,9,208.57,0.4,Credit Card,1126.28,0
3570,2022-05-29 17:00:00,27,Female,USA,Electronics,7,467.09,0.19,Credit Card,2648.4,0
3571,2022-05-29 18:00:00,25,Male,Canada,Food,3,348.37,0.04,Cash,1003.31,0
3572,2022-05-29 19:00:00,53,Female,Germany,Food,8,226.03,0.23,Net Banking,1392.34,0
3573,2022-05-29 20:00:00,65,Male,Germany,Clothing,6,185.91,0.35,Credit Card,725.05,1
3574,2022-05-29 21:00:00,23,Female,Canada,Food,8,354.94,0.38,Credit Card,1760.5,0
3575,2022-05-29 22:00:00,59,Female,Canada,Clothing,8,164.96,0.15,Credit Card,1121.73,0
3576,2022-05-29 23:00:00,46,Female,UK,Furniture,6,399.92,0.13,Debit Card,2087.58,1
3577,2022-05-30 00:00:00,39,Female,Germany,Clothing,6,20.72,0.02,Debit Card,121.83,0
3578,2022-05-30 01:00:00,29,Female,Canada,Furniture,9,449.27,0.43,Debit Card,2304.76,0
3579,2022-05-30 02:00:00,21,Female,USA,Furniture,7,372.21,0.04,Cash,2501.25,0
3580,2022-05-30 03:00:00,36,Male,Germany,Electronics,7,424.95,0.13,Net Banking,2587.95,0
3581,2022-05-30 04:00:00,53,Male,USA,Clothing,6,71.65,0.38,Credit Card,266.54,0
3582,2022-05-30 05:00:00,64,Female,Canada,Books,1,318.39,0.02,Net Banking,312.02,0
3583,2022-05-30 06:00:00,59,Male,UK,Furniture,5,118.72,0.36,Debit Card,379.9,0
3584,2022-05-30 07:00:00,35,Male,UK,Clothing,5,94.06,0.09,Debit Card,427.97,0
3585,2022-05-30 08:00:00,65,Female,Canada,Furniture,6,244.17,0.45,Credit Card,805.76,0
3586,2022-05-30 09:00:00,45,Male,India,Food,4,115.98,0.14,Net Banking,398.97,1
3587,2022-05-30 10:00:00,65,Female,Germany,Books,2,492.42,0.38,Credit Card,610.6,0
3588,2022-05-30 11:00:00,27,Male,USA,Furniture,1,216.03,0.23,Cash,166.34,0
3589,2022-05-30 12:00:00,37,Male,India,Clothing,9,263.23,0.02,Credit Card,2321.69,0
3590,2022-05-30 13:00:00,25,Male,UK,Electronics,1,70.87,0.13,Debit Card,61.66,0
3591,2022-05-30 14:00:00,25,Female,Germany,Books,1,366.93,0.28,Cash,264.19,0
3592,2022-05-30 15:00:00,55,Male,Canada,Food,3,292.57,0.25,Net Banking,658.28,0
3593,2022-05-30 16:00:00,61,Male,UK,Books,3,438.25,0.33,Debit Card,880.88,0
3594,2022-05-30 17:00:00,62,Female,Canada,Clothing,4,55.39,0.5,UPI,110.78,0
3595,2022-05-30 18:00:00,64,Male,Canada,Electronics,6,253.7,0.39,UPI,928.54,1
3596,2022-05-30 19:00:00,64,Female,USA,Books,1,275.69,0.41,UPI,162.66,0
3597,2022-05-30 20:00:00,52,Male,Canada,Clothing,5,389.95,0.11,UPI,1735.28,0
3598,2022-05-30 21:00:00,51,Male,Germany,Furniture,9,459.99,0.47,Cash,2194.15,0
3599,2022-05-30 22:00:00,28,Male,UK,Electronics,7,291.98,0.44,Debit Card,1144.56,0
3600,2022-05-30 23:00:00,23,Male,UK,Furniture,6,380.91,0.12,Credit Card,2011.2,0
3601,2022-05-31 00:00:00,46,Female,USA,Food,2,399.97,0.42,Credit Card,463.97,0
3602,2022-05-31 01:00:00,64,Female,Germany,Electronics,7,465.85,0.31,Net Banking,2250.06,0
3603,2022-05-31 02:00:00,50,Male,UK,Electronics,8,97.19,0.04,UPI,746.42,0
3604,2022-05-31 03:00:00,37,Female,Canada,Clothing,5,491.75,0.49,Cash,1253.96,0
3605,2022-05-31 04:00:00,57,Female,UK,Electronics,5,282.7,0.42,Debit Card,819.83,0
3606,2022-05-31 05:00:00,48,Male,Canada,Food,3,150.47,0.43,Cash,257.3,0
3607,2022-05-31 06:00:00,49,Male,India,Clothing,5,387.74,0.36,Debit Card,1240.77,0
3608,2022-05-31 07:00:00,65,Male,USA,Books,4,314.88,0.43,UPI,717.93,0
3609,2022-05-31 08:00:00,65,Male,Germany,Books,8,46.0,0.35,UPI,239.2,0
3610,2022-05-31 09:00:00,19,Male,USA,Furniture,8,90.21,0.13,Debit Card,627.86,1
3611,2022-05-31 10:00:00,50,Female,India,Clothing,9,438.51,0.08,Credit Card,3630.86,0
3612,2022-05-31 11:00:00,58,Female,Canada,Food,7,47.99,0.4,Credit Card,201.56,0
3613,2022-05-31 12:00:00,67,Female,UK,Electronics,4,411.74,0.19,Cash,1334.04,0
3614,2022-05-31 13:00:00,63,Male,Canada,Electronics,2,209.09,0.32,Cash,284.36,1
3615,2022-05-31 14:00:00,64,Female,USA,Furniture,9,487.48,0.36,Debit Card,2807.88,0
3616,2022-05-31 15:00:00,18,Female,Canada,Books,7,495.62,0.03,UPI,3365.26,0
3617,2022-05-31 16:00:00,55,Male,India,Furniture,5,269.08,0.38,UPI,834.15,0
3618,2022-05-31 17:00:00,39,Female,UK,Furniture,5,419.88,0.2,Credit Card,1679.52,0
3619,2022-05-31 18:00:00,40,Male,USA,Clothing,3,418.9,0.25,Credit Card,942.52,0
3620,2022-05-31 19:00:00,45,Female,Germany,Furniture,5,38.77,0.3,Credit Card,135.7,0
3621,2022-05-31 20:00:00,23,Male,UK,Electronics,2,205.72,0.49,Credit Card,209.83,0
3622,2022-05-31 21:00:00,63,Female,UK,Furniture,2,332.54,0.01,UPI,658.43,0
3623,2022-05-31 22:00:00,53,Male,India,Furniture,6,460.05,0.02,Debit Card,2705.09,0
3624,2022-05-31 23:00:00,63,Male,India,Electronics,3,435.82,0.17,Debit Card,1085.19,0
3625,2022-06-01 00:00:00,53,Male,Germany,Furniture,1,261.45,0.12,Credit Card,230.08,0
3626,2022-06-01 01:00:00,58,Male,India,Furniture,6,436.88,0.34,Cash,1730.04,0
3627,2022-06-01 02:00:00,21,Male,Germany,Electronics,1,368.91,0.24,Debit Card,280.37,0
3628,2022-06-01 03:00:00,46,Female,India,Food,7,238.91,0.24,Cash,1271.0,0
3629,2022-06-01 04:00:00,45,Female,USA,Clothing,2,220.76,0.22,UPI,344.39,0
3630,2022-06-01 05:00:00,27,Male,India,Food,8,232.69,0.1,UPI,1675.37,0
3631,2022-06-01 06:00:00,61,Female,Germany,Books,3,14.67,0.07,Net Banking,40.93,1
3632,2022-06-01 07:00:00,21,Female,USA,Food,6,97.8,0.44,Debit Card,328.61,0
3633,2022-06-01 08:00:00,61,Male,UK,Clothing,6,399.46,0.21,Debit Card,1893.44,0
3634,2022-06-01 09:00:00,29,Male,Germany,Clothing,7,78.01,0.25,Credit Card,409.55,0
3635,2022-06-01 10:00:00,69,Male,UK,Furniture,6,383.4,0.33,UPI,1541.27,0
3636,2022-06-01 11:00:00,40,Male,Germany,Books,4,161.36,0.04,Net Banking,619.62,0
3637,2022-06-01 12:00:00,60,Female,Canada,Clothing,2,391.19,0.26,UPI,578.96,0
3638,2022-06-01 13:00:00,60,Male,UK,Furniture,5,166.57,0.23,Net Banking,641.29,1
3639,2022-06-01 14:00:00,22,Female,USA,Electronics,5,373.96,0.11,Net Banking,1664.12,0
3640,2022-06-01 15:00:00,47,Male,Germany,Books,7,247.08,0.42,UPI,1003.14,0
3641,2022-06-01 16:00:00,62,Male,India,Furniture,9,376.68,0.37,UPI,2135.78,0
3642,2022-06-01 17:00:00,20,Male,India,Books,1,178.59,0.09,Credit Card,162.52,0
3643,2022-06-01 18:00:00,48,Female,India,Clothing,5,359.78,0.26,Cash,1331.19,1
3644,2022-06-01 19:00:00,23,Female,India,Books,4,469.44,0.44,UPI,1051.55,0
3645,2022-06-01 20:00:00,65,Male,Canada,Food,3,37.05,0.03,Cash,107.82,0
3646,2022-06-01 21:00:00,30,Male,UK,Food,4,89.2,0.14,Net Banking,306.85,1
3647,2022-06-01 22:00:00,35,Male,Germany,Electronics,6,239.56,0.15,Net Banking,1221.76,0
3648,2022-06-01 23:00:00,33,Female,USA,Electronics,1,428.05,0.1,Net Banking,385.24,0
3649,2022-06-02 00:00:00,59,Male,UK,Furniture,4,319.59,0.11,Cash,1137.74,1
3650,2022-06-02 01:00:00,42,Male,India,Books,4,28.18,0.15,Credit Card,95.81,1
3651,2022-06-02 02:00:00,39,Female,Germany,Electronics,9,185.92,0.15,Credit Card,1422.29,0
3652,2022-06-02 03:00:00,58,Male,Germany,Books,5,441.3,0.27,Cash,1610.74,0
3653,2022-06-02 04:00:00,21,Male,Canada,Books,1,440.91,0.05,Net Banking,418.86,0
3654,2022-06-02 05:00:00,64,Female,India,Furniture,1,97.83,0.1,Net Banking,88.05,0
3655,2022-06-02 06:00:00,66,Male,USA,Furniture,1,381.89,0.12,Net Banking,336.06,0
3656,2022-06-02 07:00:00,49,Female,Germany,Books,1,53.91,0.39,Credit Card,32.89,0
3657,2022-06-02 08:00:00,24,Male,UK,Electronics,6,187.0,0.02,UPI,1099.56,0
3658,2022-06-02 09:00:00,69,Female,UK,Books,7,381.2,0.38,Net Banking,1654.41,0
3659,2022-06-02 10:00:00,51,Male,India,Books,2,261.54,0.14,UPI,449.85,0
3660,2022-06-02 11:00:00,65,Female,UK,Furniture,6,452.51,0.35,UPI,1764.79,0
3661,2022-06-02 12:00:00,29,Male,Germany,Books,8,137.69,0.28,Credit Card,793.09,0
3662,2022-06-02 13:00:00,57,Female,Canada,Food,8,31.24,0.44,Debit Card,139.96,0
3663,2022-06-02 14:00:00,26,Female,Canada,Food,2,320.84,0.05,Debit Card,609.6,0
3664,2022-06-02 15:00:00,21,Male,Germany,Books,9,253.68,0.14,Credit Card,1963.48,0
3665,2022-06-02 16:00:00,61,Female,Canada,Electronics,7,318.13,0.45,Debit Card,1224.8,0
3666,2022-06-02 17:00:00,57,Male,USA,Clothing,9,356.99,0.03,Net Banking,3116.52,0
3667,2022-06-02 18:00:00,59,Male,India,Clothing,3,348.44,0.45,Net Banking,574.93,0
3668,2022-06-02 19:00:00,43,Female,Canada,Books,8,299.71,0.32,Credit Card,1630.42,0
3669,2022-06-02 20:00:00,63,Male,UK,Books,3,483.02,0.42,UPI,840.45,0
3670,2022-06-02 21:00:00,24,Female,Canada,Clothing,4,376.28,0.35,Debit Card,978.33,0
3671,2022-06-02 22:00:00,25,Female,Germany,Clothing,4,369.55,0.01,Debit Card,1463.42,0
3672,2022-06-02 23:00:00,58,Male,USA,Electronics,7,157.05,0.18,Cash,901.47,0
3673,2022-06-03 00:00:00,47,Female,Canada,Food,7,327.45,0.2,Credit Card,1833.72,0
3674,2022-06-03 01:00:00,23,Male,Canada,Books,9,208.62,0.3,Cash,1314.31,0
3675,2022-06-03 02:00:00,56,Male,India,Food,6,324.5,0.13,Credit Card,1693.89,0
3676,2022-06-03 03:00:00,21,Female,UK,Food,5,212.42,0.0,UPI,1062.1,0
3677,2022-06-03 04:00:00,25,Female,UK,Clothing,8,352.42,0.07,UPI,2622.0,0
3678,2022-06-03 05:00:00,68,Female,UK,Furniture,7,172.21,0.11,Cash,1072.87,0
3679,2022-06-03 06:00:00,61,Female,Germany,Electronics,3,361.52,0.39,Cash,661.58,0
3680,2022-06-03 07:00:00,41,Female,India,Clothing,3,271.96,0.24,UPI,620.07,1
3681,2022-06-03 08:00:00,42,Female,Canada,Food,5,116.85,0.22,Net Banking,455.72,0
3682,2022-06-03 09:00:00,68,Male,Germany,Furniture,1,490.36,0.27,Debit Card,357.96,0
3683,2022-06-03 10:00:00,47,Male,USA,Furniture,7,122.6,0.16,UPI,720.89,0
3684,2022-06-03 11:00:00,69,Male,UK,Furniture,6,126.97,0.4,Cash,457.09,0
3685,2022-06-03 12:00:00,35,Female,Canada,Food,5,393.47,0.41,Credit Card,1160.74,0
3686,2022-06-03 13:00:00,61,Female,Germany,Clothing,3,390.95,0.38,Credit Card,727.17,0
3687,2022-06-03 14:00:00,51,Female,USA,Books,4,419.83,0.44,UPI,940.42,0
3688,2022-06-03 15:00:00,66,Female,USA,Food,4,365.72,0.42,Net Banking,848.47,0
3689,2022-06-03 16:00:00,32,Male,UK,Furniture,5,289.02,0.48,Net Banking,751.45,0
3690,2022-06-03 17:00:00,60,Female,India,Furniture,6,41.77,0.06,Net Banking,235.58,0
3691,2022-06-03 18:00:00,60,Male,UK,Furniture,3,64.93,0.5,UPI,97.4,0
3692,2022-06-03 19:00:00,34,Male,Germany,Books,3,353.92,0.37,UPI,668.91,1
3693,2022-06-03 20:00:00,65,Female,USA,Books,2,166.26,0.37,Credit Card,209.49,0
3694,2022-06-03 21:00:00,19,Female,Canada,Food,7,401.79,0.37,Credit Card,1771.89,0
3695,2022-06-03 22:00:00,60,Male,Canada,Books,7,174.84,0.12,Cash,1077.01,0
3696,2022-06-03 23:00:00,18,Female,India,Food,4,46.19,0.16,Debit Card,155.2,0
3697,2022-06-04 00:00:00,69,Male,Germany,Food,4,368.27,0.14,Debit Card,1266.85,0
3698,2022-06-04 01:00:00,33,Female,USA,Clothing,3,389.67,0.5,UPI,584.5,0
3699,2022-06-04 02:00:00,34,Male,USA,Electronics,8,79.0,0.43,UPI,360.24,0
3700,2022-06-04 03:00:00,26,Female,USA,Food,2,330.13,0.48,UPI,343.34,1
3701,2022-06-04 04:00:00,59,Female,Canada,Books,7,364.86,0.16,UPI,2145.38,0
3702,2022-06-04 05:00:00,38,Male,USA,Books,2,19.55,0.06,Credit Card,36.75,0
3703,2022-06-04 06:00:00,61,Male,India,Electronics,3,145.61,0.14,Cash,375.67,0
3704,2022-06-04 07:00:00,43,Female,India,Food,7,265.84,0.13,Credit Card,1618.97,0
3705,2022-06-04 08:00:00,18,Female,USA,Clothing,9,49.33,0.14,Cash,381.81,1
3706,2022-06-04 09:00:00,67,Male,India,Electronics,6,147.1,0.45,Debit Card,485.43,0
3707,2022-06-04 10:00:00,57,Male,India,Clothing,6,62.05,0.11,Debit Card,331.35,0
3708,2022-06-04 11:00:00,20,Female,UK,Food,3,276.32,0.42,Net Banking,480.8,0
3709,2022-06-04 12:00:00,24,Female,India,Clothing,4,431.51,0.28,UPI,1242.75,1
3710,2022-06-04 13:00:00,21,Male,Germany,Books,9,32.07,0.03,UPI,279.97,0
3711,2022-06-04 14:00:00,48,Female,Germany,Clothing,8,89.08,0.38,Net Banking,441.84,0
3712,2022-06-04 15:00:00,31,Male,USA,Food,2,189.96,0.28,Cash,273.54,0
3713,2022-06-04 16:00:00,38,Male,India,Books,4,336.14,0.37,Cash,847.07,0
3714,2022-06-04 17:00:00,29,Male,India,Food,9,51.27,0.49,Debit Card,235.33,0
3715,2022-06-04 18:00:00,29,Female,India,Clothing,5,319.21,0.23,Net Banking,1228.96,0
3716,2022-06-04 19:00:00,23,Female,Canada,Electronics,1,8.22,0.16,Net Banking,6.9,0
3717,2022-06-04 20:00:00,66,Female,UK,Books,6,390.59,0.32,Credit Card,1593.61,0
3718,2022-06-04 21:00:00,34,Female,Canada,Furniture,7,279.65,0.48,Debit Card,1017.93,0
3719,2022-06-04 22:00:00,31,Male,USA,Food,1,415.77,0.21,Cash,328.46,0
3720,2022-06-04 23:00:00,26,Male,Germany,Furniture,6,61.97,0.43,Net Banking,211.94,0
3721,2022-06-05 00:00:00,45,Male,UK,Electronics,4,308.37,0.39,UPI,752.42,0
3722,2022-06-05 01:00:00,24,Male,Germany,Electronics,6,450.37,0.37,Cash,1702.4,0
3723,2022-06-05 02:00:00,62,Male,Germany,Furniture,7,336.34,0.15,UPI,2001.22,0
3724,2022-06-05 03:00:00,60,Male,Canada,Food,7,118.51,0.2,Credit Card,663.66,0
3725,2022-06-05 04:00:00,22,Male,India,Furniture,8,79.86,0.34,Credit Card,421.66,0
3726,2022-06-05 05:00:00,58,Female,UK,Furniture,5,469.72,0.15,Debit Card,1996.31,0
3727,2022-06-05 06:00:00,59,Male,Canada,Food,1,98.25,0.38,Credit Card,60.92,0
3728,2022-06-05 07:00:00,33,Female,USA,Clothing,7,209.92,0.12,UPI,1293.11,0
3729,2022-06-05 08:00:00,18,Female,UK,Food,2,5.13,0.01,Cash,10.16,1
3730,2022-06-05 09:00:00,57,Male,UK,Food,2,314.88,0.21,UPI,497.51,0
3731,2022-06-05 10:00:00,55,Female,USA,Food,4,175.41,0.0,Credit Card,701.64,0
3732,2022-06-05 11:00:00,24,Female,UK,Furniture,6,302.6,0.05,Debit Card,1724.82,0
3733,2022-06-05 12:00:00,69,Male,Germany,Food,3,484.65,0.22,Net Banking,1134.08,0
3734,2022-06-05 13:00:00,47,Male,Canada,Furniture,7,264.7,0.18,Credit Card,1519.38,1
3735,2022-06-05 14:00:00,65,Female,USA,Food,5,14.21,0.19,Credit Card,57.55,1
3736,2022-06-05 15:00:00,43,Female,USA,Clothing,2,255.56,0.14,Net Banking,439.56,0
3737,2022-06-05 16:00:00,30,Male,Germany,Electronics,2,366.42,0.14,Debit Card,630.24,0
3738,2022-06-05 17:00:00,18,Male,India,Electronics,2,341.49,0.05,Credit Card,648.83,0
3739,2022-06-05 18:00:00,68,Male,USA,Furniture,6,207.0,0.07,Credit Card,1155.06,0
3740,2022-06-05 19:00:00,67,Male,USA,Books,8,208.8,0.1,Debit Card,1503.36,0
3741,2022-06-05 20:00:00,46,Female,UK,Clothing,9,133.97,0.15,Credit Card,1024.87,0
3742,2022-06-05 21:00:00,25,Male,UK,Clothing,4,256.17,0.35,Credit Card,666.04,0
3743,2022-06-05 22:00:00,19,Female,Germany,Food,7,426.62,0.13,Debit Card,2598.12,1
3744,2022-06-05 23:00:00,62,Male,Canada,Books,7,443.85,0.12,UPI,2734.12,0
3745,2022-06-06 00:00:00,66,Male,India,Electronics,9,140.39,0.48,UPI,657.03,0
3746,2022-06-06 01:00:00,68,Female,Canada,Furniture,6,88.32,0.17,Net Banking,439.83,0
3747,2022-06-06 02:00:00,25,Male,India,Food,9,112.1,0.23,Net Banking,776.85,0
3748,2022-06-06 03:00:00,58,Male,USA,Food,2,483.71,0.18,UPI,793.28,0
3749,2022-06-06 04:00:00,44,Female,UK,Books,9,92.03,0.27,UPI,604.64,1
3750,2022-06-06 05:00:00,58,Male,Canada,Food,1,209.05,0.35,Debit Card,135.88,0
3751,2022-06-06 06:00:00,66,Male,Canada,Electronics,1,202.22,0.31,Credit Card,139.53,0
3752,2022-06-06 07:00:00,64,Male,India,Books,9,390.35,0.16,Net Banking,2951.05,0
3753,2022-06-06 08:00:00,40,Male,UK,Electronics,2,33.31,0.14,Cash,57.29,0
3754,2022-06-06 09:00:00,32,Male,USA,Food,1,362.79,0.05,Net Banking,344.65,0
3755,2022-06-06 10:00:00,49,Female,Canada,Furniture,1,90.17,0.39,Credit Card,55.0,0
3756,2022-06-06 11:00:00,39,Female,Canada,Furniture,1,42.47,0.01,Credit Card,42.05,0
3757,2022-06-06 12:00:00,25,Male,USA,Food,2,402.35,0.39,Net Banking,490.87,0
3758,2022-06-06 13:00:00,54,Female,Germany,Books,2,149.87,0.37,Cash,188.84,0
3759,2022-06-06 14:00:00,34,Male,USA,Clothing,7,462.03,0.45,Credit Card,1778.82,1
3760,2022-06-06 15:00:00,24,Female,UK,Food,7,289.73,0.4,Debit Card,1216.87,0
3761,2022-06-06 16:00:00,60,Male,USA,Clothing,1,492.97,0.46,Debit Card,266.2,0
3762,2022-06-06 17:00:00,38,Male,USA,Electronics,5,88.8,0.13,Net Banking,386.28,1
3763,2022-06-06 18:00:00,56,Male,USA,Clothing,3,459.01,0.21,UPI,1087.85,0
3764,2022-06-06 19:00:00,22,Female,India,Furniture,2,441.93,0.46,Debit Card,477.28,0
3765,2022-06-06 20:00:00,34,Female,India,Electronics,6,365.35,0.14,Debit Card,1885.21,0
3766,2022-06-06 21:00:00,52,Male,Germany,Electronics,2,457.09,0.2,Cash,731.34,0
3767,2022-06-06 22:00:00,65,Female,USA,Clothing,7,487.58,0.42,UPI,1979.57,0
3768,2022-06-06 23:00:00,65,Male,USA,Food,5,431.56,0.17,Net Banking,1790.97,0
3769,2022-06-07 00:00:00,32,Male,USA,Furniture,2,270.0,0.35,Debit Card,351.0,0
3770,2022-06-07 01:00:00,65,Male,UK,Books,4,401.26,0.34,Credit Card,1059.33,0
3771,2022-06-07 02:00:00,57,Female,UK,Food,1,161.33,0.2,Debit Card,129.06,0
3772,2022-06-07 03:00:00,33,Female,UK,Electronics,8,372.51,0.35,UPI,1937.05,0
3773,2022-06-07 04:00:00,42,Male,India,Books,4,159.86,0.01,Credit Card,633.05,0
3774,2022-06-07 05:00:00,32,Female,India,Clothing,8,176.5,0.47,Debit Card,748.36,0
3775,2022-06-07 06:00:00,28,Male,UK,Furniture,6,427.58,0.0,Cash,2565.48,0
3776,2022-06-07 07:00:00,22,Female,UK,Electronics,4,235.95,0.1,Cash,849.42,0
3777,2022-06-07 08:00:00,38,Female,Germany,Electronics,7,95.1,0.46,Credit Card,359.48,0
3778,2022-06-07 09:00:00,59,Male,UK,Electronics,7,344.1,0.17,UPI,1999.22,1
3779,2022-06-07 10:00:00,58,Male,UK,Furniture,9,170.65,0.11,Net Banking,1366.91,0
3780,2022-06-07 11:00:00,29,Male,Canada,Books,5,214.83,0.23,Cash,827.1,0
3781,2022-06-07 12:00:00,47,Male,India,Books,3,70.91,0.3,Cash,148.91,0
3782,2022-06-07 13:00:00,21,Male,Canada,Books,1,457.96,0.41,Cash,270.2,0
3783,2022-06-07 14:00:00,62,Female,USA,Books,2,305.21,0.25,Cash,457.81,0
3784,2022-06-07 15:00:00,44,Male,USA,Electronics,7,113.89,0.37,Cash,502.25,0
3785,2022-06-07 16:00:00,45,Male,Germany,Books,8,393.02,0.02,Net Banking,3081.28,0
3786,2022-06-07 17:00:00,20,Female,India,Clothing,6,114.68,0.01,Cash,681.2,0
3787,2022-06-07 18:00:00,20,Male,USA,Furniture,1,7.4,0.1,UPI,6.66,0
3788,2022-06-07 19:00:00,41,Female,Germany,Books,3,133.82,0.18,Net Banking,329.2,0
3789,2022-06-07 20:00:00,63,Female,Canada,Clothing,5,17.87,0.06,Net Banking,83.99,0
3790,2022-06-07 21:00:00,46,Female,India,Books,8,212.23,0.1,Net Banking,1528.06,0
3791,2022-06-07 22:00:00,36,Male,UK,Books,5,61.1,0.38,Cash,189.41,0
3792,2022-06-07 23:00:00,65,Male,Germany,Furniture,4,40.11,0.01,Debit Card,158.84,0
3793,2022-06-08 00:00:00,19,Male,UK,Furniture,6,100.32,0.1,Credit Card,541.73,0
3794,2022-06-08 01:00:00,22,Male,UK,Electronics,1,317.47,0.01,Credit Card,314.3,0
3795,2022-06-08 02:00:00,54,Male,USA,Clothing,3,349.2,0.09,Cash,953.32,0
3796,2022-06-08 03:00:00,35,Female,USA,Clothing,2,397.12,0.07,Net Banking,738.64,0
3797,2022-06-08 04:00:00,42,Male,India,Furniture,6,11.3,0.23,Credit Card,52.21,1
3798,2022-06-08 05:00:00,43,Male,USA,Books,2,482.73,0.4,Cash,579.28,0
3799,2022-06-08 06:00:00,61,Female,India,Food,9,154.42,0.36,Debit Card,889.46,0
3800,2022-06-08 07:00:00,30,Female,Canada,Clothing,9,5.12,0.37,UPI,29.03,0
3801,2022-06-08 08:00:00,52,Female,UK,Furniture,2,281.08,0.42,Net Banking,326.05,0
3802,2022-06-08 09:00:00,39,Female,Germany,Books,4,406.44,0.06,Credit Card,1528.21,0
3803,2022-06-08 10:00:00,68,Female,UK,Books,2,419.99,0.35,Debit Card,545.99,0
3804,2022-06-08 11:00:00,27,Male,USA,Books,6,316.77,0.0,UPI,1900.62,0
3805,2022-06-08 12:00:00,54,Female,Germany,Electronics,2,290.98,0.12,Debit Card,512.12,0
3806,2022-06-08 13:00:00,61,Female,Canada,Furniture,1,110.24,0.48,Credit Card,57.32,0
3807,2022-06-08 14:00:00,59,Female,Germany,Food,7,331.82,0.24,UPI,1765.28,0
3808,2022-06-08 15:00:00,24,Male,Germany,Electronics,2,99.41,0.43,Net Banking,113.33,0
3809,2022-06-08 16:00:00,35,Male,Canada,Furniture,1,233.4,0.06,Debit Card,219.4,0
3810,2022-06-08 17:00:00,49,Female,UK,Furniture,4,378.89,0.03,Credit Card,1470.09,0
3811,2022-06-08 18:00:00,68,Female,USA,Furniture,3,108.07,0.19,UPI,262.61,0
3812,2022-06-08 19:00:00,65,Female,Germany,Clothing,7,144.88,0.05,Credit Card,963.45,0
3813,2022-06-08 20:00:00,62,Male,Canada,Food,4,308.8,0.15,Cash,1049.92,0
3814,2022-06-08 21:00:00,24,Female,UK,Food,7,380.79,0.1,Credit Card,2398.98,0
3815,2022-06-08 22:00:00,68,Male,USA,Food,4,98.2,0.32,UPI,267.1,0
3816,2022-06-08 23:00:00,34,Male,Germany,Furniture,6,59.8,0.45,Debit Card,197.34,0
3817,2022-06-09 00:00:00,48,Female,India,Books,8,117.86,0.35,Net Banking,612.87,0
3818,2022-06-09 01:00:00,46,Male,USA,Food,7,295.27,0.07,Debit Card,1922.21,0
3819,2022-06-09 02:00:00,29,Male,UK,Electronics,7,346.14,0.24,Cash,1841.46,0
